conflict,trial,strategy,M,causal_density,tau_causal,tau_contested,tauhat,info_retention
high,16,crdt_lww,24,0.12318840579710146,0,194,0.08786231884057971,0.9121376811594203
high,16,leader,24,0.12318840579710146,0,175,0.0792572463768116,0.9207427536231884
high,16,ranked_pairs,24,0.12318840579710146,0,194,0.08786231884057971,0.9121376811594203
high,17,lww,24,0.07608695652173914,0,210,0.09510869565217392,0.904891304347826
high,17,vc,24,0.07608695652173914,0,892,0.40398550724637683,0.5960144927536232
high,17,crdt_pure,24,0.07608695652173914,0,210,0.09510869565217392,0.904891304347826
high,17,crdt_lww,24,0.07608695652173914,0,210,0.09510869565217392,0.904891304347826
high,17,leader,24,0.07608695652173914,0,175,0.0792572463768116,0.9207427536231884
high,17,ranked_pairs,24,0.07608695652173914,0,210,0.09510869565217392,0.904891304347826
high,18,lww,24,0.07246376811594203,0,210,0.09510869565217392,0.904891304347826
high,18,vc,24,0.07246376811594203,0,972,0.44021739130434784,0.5597826086956521
high,18,crdt_pure,24,0.07246376811594203,0,210,0.09510869565217392,0.904891304347826
high,18,crdt_lww,24,0.07246376811594203,0,210,0.09510869565217392,0.904891304347826
high,18,leader,24,0.07246376811594203,0,56,0.025362318840579712,0.9746376811594203
high,18,ranked_pairs,24,0.07246376811594203,0,210,0.09510869565217392,0.904891304347826
high,19,lww,24,0.11956521739130435,0,173,0.07835144927536232,0.9216485507246377
high,19,vc,24,0.11956521739130435,0,781,0.353713768115942,0.646286231884058
high,19,crdt_pure,24,0.11956521739130435,0,173,0.07835144927536232,0.9216485507246377
high,19,crdt_lww,24,0.11956521739130435,0,173,0.07835144927536232,0.9216485507246377
high,19,leader,24,0.11956521739130435,0,164,0.07427536231884058,0.9257246376811594
high,19,ranked_pairs,24,0.11956521739130435,0,173,0.07835144927536232,0.9216485507246377
high,20,lww,24,0.09782608695652174,0,199,0.0901268115942029,0.9098731884057971
high,20,vc,24,0.09782608695652174,0,905,0.4098731884057971,0.5901268115942029
high,20,crdt_pure,24,0.09782608695652174,0,199,0.0901268115942029,0.9098731884057971
high,20,crdt_lww,24,0.09782608695652174,0,199,0.0901268115942029,0.9098731884057971
high,20,leader,24,0.09782608695652174,0,73,0.03306159420289855,0.9669384057971014
high,20,ranked_pairs,24,0.09782608695652174,0,199,0.0901268115942029,0.9098731884057971
high,21,lww,24,0.10869565217391304,0,175,0.0792572463768116,0.9207427536231884
high,21,vc,24,0.10869565217391304,0,791,0.3582427536231884,0.6417572463768115
high,21,crdt_pure,24,0.10869565217391304,0,175,0.0792572463768116,0.9207427536231884
high,21,crdt_lww,24,0.10869565217391304,0,175,0.0792572463768116,0.9207427536231884
high,21,leader,24,0.10869565217391304,0,84,0.03804347826086957,0.9619565217391304
high,21,ranked_pairs,24,0.10869565217391304,0,175,0.0792572463768116,0.9207427536231884
high,22,lww,24,0.10144927536231885,0,171,0.07744565217391304,0.9225543478260869
high,22,vc,24,0.10144927536231885,0,719,0.32563405797101447,0.6743659420289856
high,22,crdt_pure,24,0.10144927536231885,0,171,0.07744565217391304,0.9225543478260869
high,22,crdt_lww,24,0.10144927536231885,0,171,0.07744565217391304,0.9225543478260869
high,22,leader,24,0.10144927536231885,0,130,0.058876811594202896,0.9411231884057971
high,22,ranked_pairs,24,0.10144927536231885,0,171,0.07744565217391304,0.9225543478260869
high,23,lww,24,0.07971014492753623,0,193,0.08740942028985507,0.9125905797101449
high,23,vc,24,0.07971014492753623,0,875,0.396286231884058,0.603713768115942
high,23,crdt_pure,24,0.07971014492753623,0,193,0.08740942028985507,0.9125905797101449
high,23,crdt_lww,24,0.07971014492753623,0,193,0.08740942028985507,0.9125905797101449
high,23,leader,24,0.07971014492753623,0,163,0.07382246376811594,0.926177536231884
high,23,ranked_pairs,24,0.07971014492753623,0,193,0.08740942028985507,0.9125905797101449
high,24,lww,24,0.10144927536231885,0,158,0.07155797101449275,0.9284420289855072
high,24,vc,24,0.10144927536231885,0,626,0.28351449275362317,0.7164855072463768
high,24,crdt_pure,24,0.10144927536231885,0,158,0.07155797101449275,0.9284420289855072
high,24,crdt_lww,24,0.10144927536231885,0,158,0.07155797101449275,0.9284420289855072
