strategy,metric,n,mean,std,ci95_low,ci95_high,conflict,minority_frac
ranked_pairs,ops_retained,15,1.0,0.0,,,,0.4
ranked_pairs,info_retention,15,0.9220410628019324,0.006611757494347565,0.9183795935442596,0.9257025320596053,,0.4
ranked_pairs,tauhat,15,0.07795893719806764,0.006611757494347564,0.07429746794039478,0.0816204064557405,,0.4
leader,ops_retained,15,0.5027777777777778,0.07464643291604726,0.4614399610852106,0.544115594470345,,0.5
leader,info_retention,15,0.9635265700483091,0.025762874786430183,0.9492595655339371,0.9777935745626811,,0.5
leader,tauhat,15,0.036473429951690825,0.025762874786430176,0.022206425437318857,0.05074043446606279,,0.5
lww,ops_retained,15,1.0,0.0,,,,0.5
lww,info_retention,15,0.9218297101449276,0.007445425485056183,0.9177065709422069,0.9259528493476484,,0.5
lww,tauhat,15,0.07817028985507246,0.0074454254850561865,0.07404715065235169,0.08229342905779323,,0.5
ranked_pairs,ops_retained,15,1.0,0.0,,,,0.5
ranked_pairs,info_retention,15,0.9218297101449276,0.007445425485056183,0.9177065709422069,0.9259528493476484,,0.5
ranked_pairs,tauhat,15,0.07817028985507246,0.0074454254850561865,0.07404715065235169,0.08229342905779323,,0.5
