trial,strategy,ops_retained,auto_coverage,info_retention,tau_causal,tau_contested,semantic_validity,gini,time_ms,repair_swaps
13,crdt_pure,1.0,1.0,1.0,0,0.0,1.0,0.0,0.01680000059423037,
13,crdt_lww,1.0,1.0,1.0,0,0.0,1.0,0.0,0.013900000340072438,
13,leader,0.5416666666666666,1.0,1.0,0,0.0,1.0,0.0,0.008199999683711212,
13,ranked_pairs,1.0,1.0,1.0,0,0.0,1.0,0.0,0.31039999976201216,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,3.0
14,lww,1.0,1.0,0.96875,0,1.0,0.5,0.875,0.01809999957913533,
14,vc,1.0,0.8333333333333334,0.71875,0,9.0,0.5,0.7916666666666666,0.04510000053414842,
14,crdt_pure,1.0,0.8333333333333334,0.96875,0,1.0,0.5,0.875,0.017299999854003545,
14,crdt_lww,1.0,1.0,0.96875,0,1.0,0.5,0.875,0.013500000022759195,
14,leader,0.6666666666666666,1.0,0.96875,0,1.0,1.0,0.875,0.008199999683711212,
14,ranked_pairs,1.0,1.0,1.0,0,0.0,0.5,0.0,0.33199999961652793,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.5,0.0,0.0,1.0
15,lww,1.0,1.0,0.96875,0,1.0,1.0,0.875,0.020900000890833326,
15,vc,1.0,1.0,0.59375,0,13.0,1.0,0.5673076923076923,0.05250000049272785,
15,crdt_pure,1.0,1.0,0.96875,0,1.0,1.0,0.875,0.017499999557912815,
15,crdt_lww,1.0,1.0,0.96875,0,1.0,1.0,0.875,0.018599999748403206,
15,leader,0.5,1.0,0.96875,0,1.0,1.0,0.875,0.008099999831756577,
15,ranked_pairs,1.0,1.0,1.0,0,0.0,1.0,0.0,0.29579999954876257,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,5.0
16,lww,1.0,1.0,1.0,0,0.0,1.0,0.0,0.018599999748403206,
16,vc,1.0,0.9166666666666666,0.7857142857142857,0,6.0,0.6666666666666666,0.5833333333333334,0.033799999982875306,
16,crdt_pure,1.0,0.9166666666666666,1.0,0,0.0,1.0,0.0,0.014100000043981709,
16,crdt_lww,1.0,1.0,1.0,0,0.0,1.0,0.0,0.012999999853491317,
16,leader,0.5416666666666666,1.0,1.0,0,0.0,1.0,0.0,0.023499999770137947,
16,ranked_pairs,1.0,1.0,1.0,0,0.0,1.0,0.0,0.3139000000373926,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,1.0,0.0,0.0,4.0
17,lww,1.0,1.0,0.967741935483871,0,1.0,0.75,0.875,0.04890000036539277,
17,vc,1.0,0.9166666666666666,0.6774193548387097,0,10.0,0.75,0.625,0.053499999921768904,
17,crdt_pure,1.0,0.9166666666666666,0.967741935483871,0,1.0,0.75,0.875,0.019799999790848233,
17,crdt_lww,1.0,1.0,0.967741935483871,0,1.0,0.75,0.875,0.019899999642802868,
17,leader,0.6666666666666666,1.0,0.967741935483871,0,1.0,1.0,0.875,0.013899999430577736,
17,ranked_pairs,1.0,1.0,1.0,0,0.0,0.75,0.0,0.34529999993537785,
0,rp_unconstrained,1.0,1.0,1.0,0,0.0,0.75,0.0,0.0,4.0
